Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Pansage,Grass,Grass Monkey Pokémon,0.6,10.5,1. GluttonyOvergrow (hidden ability),190,50,63,Medium Fast,"87.5% male, 12.5% female",50,53,48,53,48,64
Simisage,Grass,Thorn Monkey Pokémon,1.1,30.5,1. GluttonyOvergrow (hidden ability),75,50,174,Medium Fast,"87.5% male, 12.5% female",75,98,63,98,63,101
Pansear,Fire,High Temp Pokémon,0.6,11,1. GluttonyBlaze (hidden ability),190,50,63,Medium Fast,"87.5% male, 12.5% female",50,53,48,53,48,64
Simisear,Fire,Ember Pokémon,1,28,1. GluttonyBlaze (hidden ability),75,50,174,Medium Fast,"87.5% male, 12.5% female",75,98,63,98,63,101
Panpour,Water,Spray Pokémon,0.6,13.5,1. GluttonyTorrent (hidden ability),190,50,63,Medium Fast,"87.5% male, 12.5% female",50,53,48,53,48,64
Simipour,Water,Geyser Pokémon,1,29,1. GluttonyTorrent (hidden ability),75,50,174,Medium Fast,"87.5% male, 12.5% female",75,98,63,98,63,101
Munna,Psychic,Dream Eater Pokémon,0.6,23.3,1. Forewarn2. SynchronizeTelepathy (hidden ability),190,50,58,Fast,"50% male, 50% female",76,25,45,67,55,24
Musharna,Psychic,Drowsing Pokémon,1.1,60.5,1. Forewarn2. SynchronizeTelepathy (hidden ability),75,50,170,Fast,"50% male, 50% female",116,55,85,107,95,29
Pidove,Normal Flying,Tiny Pigeon Pokémon,0.3,2.1,1. Big Pecks2. Super LuckRivalry (hidden ability),255,50,53,Medium Slow,"50% male, 50% female",50,55,50,36,30,43
Tranquill,Normal Flying,Wild Pigeon Pokémon,0.6,15,1. Big Pecks2. Super LuckRivalry (hidden ability),120,50,125,Medium Slow,"50% male, 50% female",62,77,62,50,42,65
Unfezant,Normal Flying,Proud Pokémon,1.2,29,1. Big Pecks2. Super LuckRivalry (hidden ability),45,50,220,Medium Slow,"50% male, 50% female",80,115,80,65,55,93
Blitzle,Electric,Electrified Pokémon,0.8,29.8,1. Lightning Rod2. Motor DriveSap Sipper (hidden ability),190,50,59,Medium Fast,"50% male, 50% female",45,60,32,50,32,76
Zebstrika,Electric,Thunderbolt Pokémon,1.6,79.5,1. Lightning Rod2. Motor DriveSap Sipper (hidden ability),75,50,174,Medium Fast,"50% male, 50% female",75,100,63,80,63,116
Roggenrola,Rock,Mantle Pokémon,0.4,18,1. Sturdy2. Weak ArmorSand Force (hidden ability),255,50,56,Medium Slow,"50% male, 50% female",55,75,85,25,25,15
Boldore,Rock,Ore Pokémon,0.9,102,1. Sturdy2. Weak ArmorSand Force (hidden ability),120,50,137,Medium Slow,"50% male, 50% female",70,105,105,50,40,20
Gigalith,Rock,Compressed Pokémon,1.7,260,1. Sturdy2. Sand StreamSand Force (hidden ability),45,50,232,Medium Slow,"50% male, 50% female",85,135,130,60,80,25
Woobat,Psychic Flying,Bat Pokémon,0.4,2.1,1. Unaware2. KlutzSimple (hidden ability),190,50,65,Medium Fast,"50% male, 50% female",65,45,43,55,43,72
Swoobat,Psychic Flying,Courting Pokémon,0.9,10.5,1. Unaware2. KlutzSimple (hidden ability),45,50,149,Medium Fast,"50% male, 50% female",67,57,55,77,55,114
Drilbur,Ground,Mole Pokémon,0.3,8.5,1. Sand Rush2. Sand ForceMold Breaker (hidden ability),120,50,66,Medium Fast,"50% male, 50% female",60,85,40,30,45,68
Excadrill,Ground Steel,Subterrene Pokémon,0.7,40.4,1. Sand Rush2. Sand ForceMold Breaker (hidden ability),60,50,178,Medium Fast,"50% male, 50% female",110,135,60,50,65,88
Audino,Normal Fairy,Hearing Pokémon,1.5,32,Healer,255,50,425,Fast,"50% male, 50% female",103,60,126,80,126,50
Timburr,Fighting,Muscular Pokémon,0.6,12.5,1. Guts2. Sheer ForceIron Fist (hidden ability),180,70,61,Medium Slow,"75% male, 25% female",75,80,55,25,35,35
Gurdurr,Fighting,Muscular Pokémon,1.2,40,1. Guts2. Sheer ForceIron Fist (hidden ability),90,50,142,Medium Slow,"75% male, 25% female",85,105,85,40,50,40
Conkeldurr,Fighting,Muscular Pokémon,1.4,87,1. Guts2. Sheer ForceIron Fist (hidden ability),45,50,227,Medium Slow,"75% male, 25% female",105,140,95,55,65,45
Tympole,Water,Tadpole Pokémon,0.5,4.5,1. Swift Swim2. HydrationWater Absorb (hidden ability),255,50,59,Medium Slow,"50% male, 50% female",50,50,40,50,40,64
Palpitoad,Water Ground,Vibration Pokémon,0.8,17,1. Swift Swim2. HydrationWater Absorb (hidden ability),120,50,134,Medium Slow,"50% male, 50% female",75,65,55,65,55,69
Seismitoad,Water Ground,Vibration Pokémon,1.5,62,1. Swift Swim2. Poison TouchWater Absorb (hidden ability),45,50,229,Medium Slow,"50% male, 50% female",105,95,75,85,75,74
Throh,Fighting,Judo Pokémon,1.3,55.5,1. Guts2. Inner FocusMold Breaker (hidden ability),45,50,163,Medium Fast,"100% male, 0% female",120,100,85,30,85,45
Sawk,Fighting,Karate Pokémon,1.4,51,1. Sturdy2. Inner FocusMold Breaker (hidden ability),45,50,163,Medium Fast,"100% male, 0% female",75,125,75,30,75,85
Sewaddle,Bug Grass,Sewing Pokémon,0.3,2.5,1. Swarm2. ChlorophyllOvercoat (hidden ability),255,50,62,Medium Slow,"50% male, 50% female",45,53,70,40,60,42
Swadloon,Bug Grass,Leaf-Wrapped Pokémon,0.5,7.3,1. Leaf Guard2. ChlorophyllOvercoat (hidden ability),120,50,133,Medium Slow,"50% male, 50% female",55,63,90,50,80,42
Leavanny,Bug Grass,Nurturing Pokémon,1.2,20.5,1. Swarm2. ChlorophyllOvercoat (hidden ability),45,50,225,Medium Slow,"50% male, 50% female",75,103,80,70,80,92
Venipede,Bug Poison,Centipede Pokémon,0.4,5.3,1. Poison Point2. SwarmSpeed Boost (hidden ability),255,50,52,Medium Slow,"50% male, 50% female",30,45,59,30,39,57
Whirlipede,Bug Poison,Curlipede Pokémon,1.2,58.5,1. Poison Point2. SwarmSpeed Boost (hidden ability),120,50,126,Medium Slow,"50% male, 50% female",40,55,99,40,79,47
Scolipede,Bug Poison,Megapede Pokémon,2.5,200.5,1. Poison Point2. SwarmSpeed Boost (hidden ability),45,50,218,Medium Slow,"50% male, 50% female",60,100,89,55,69,112
Cottonee,Grass Fairy,Cotton Puff Pokémon,0.3,0.6,1. Prankster2. InfiltratorChlorophyll (hidden ability),190,50,56,Medium Fast,"50% male, 50% female",40,27,60,37,50,66
Whimsicott,Grass Fairy,Windveiled Pokémon,0.7,6.6,1. Prankster2. InfiltratorChlorophyll (hidden ability),75,50,168,Medium Fast,"50% male, 50% female",60,67,85,77,75,116
Petilil,Grass,Bulb Pokémon,0.5,6.6,1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),190,50,56,Medium Fast,"0% male, 100% female",45,35,50,70,50,30
Lilligant,Grass Fighting,Spinning Pokémon,1.2,19.2,Chlorophyll Hustle Leaf Guard,75,50,168,Medium Fast,"0% male, 100% female",70,105,75,50,75,105
Basculin,Water,Mellow Pokémon,1,18,Rattled Adaptability Mold Breaker,25,50,161,Medium Fast,"50% male, 50% female",70,92,65,80,55,98
Sandile,Ground Dark,Desert Croc Pokémon,0.7,15.2,1. Intimidate2. MoxieAnger Point (hidden ability),180,50,58,Medium Slow,"50% male, 50% female",50,72,35,35,35,65
Krokorok,Ground Dark,Desert Croc Pokémon,1,33.4,1. Intimidate2. MoxieAnger Point (hidden ability),90,50,123,Medium Slow,"50% male, 50% female",60,82,45,45,45,74
Krookodile,Ground Dark,Intimidation Pokémon,1.5,96.3,1. Intimidate2. MoxieAnger Point (hidden ability),45,50,260,Medium Slow,"50% male, 50% female",95,117,80,65,70,92
Darumaka,Ice,Zen Charm Pokémon,0.7,40,Hustle Inner Focus,120,50,63,Medium Slow,"50% male, 50% female",70,90,45,15,45,50
Darmanitan,Ice Fire,Zen Charm Pokémon,1.7,120,Gorilla Tactics Zen Mode,60,50,168,Medium Slow,"50% male, 50% female",105,160,55,30,55,135
Maractus,Grass,Cactus Pokémon,1,28,1. Water Absorb2. ChlorophyllStorm Drain (hidden ability),255,50,161,Medium Fast,"50% male, 50% female",75,86,67,106,67,60
Dwebble,Bug Rock,Rock Inn Pokémon,0.3,14.5,1. Sturdy2. Shell ArmorWeak Armor (hidden ability),190,50,65,Medium Fast,"50% male, 50% female",50,65,85,35,35,55
Crustle,Bug Rock,Stone Home Pokémon,1.4,200,1. Sturdy2. Shell ArmorWeak Armor (hidden ability),75,50,170,Medium Fast,"50% male, 50% female",70,105,125,65,75,45
Scraggy,Dark Fighting,Shedding Pokémon,0.6,11.8,1. Shed Skin2. MoxieIntimidate (hidden ability),180,35,70,Medium Fast,"50% male, 50% female",50,75,70,35,70,48
Scrafty,Dark Fighting,Hoodlum Pokémon,1.1,30,1. Shed Skin2. MoxieIntimidate (hidden ability),90,50,171,Medium Fast,"50% male, 50% female",65,90,115,45,115,58
Sigilyph,Psychic Flying,Avianoid Pokémon,1.4,14,1. Wonder Skin2. Magic GuardTinted Lens (hidden ability),45,50,172,Medium Fast,"50% male, 50% female",72,58,80,103,80,97
Yamask,Ground Ghost,Spirit Pokémon,0.5,1.5,Wandering Spirit,190,50,61,Medium Fast,"50% male, 50% female",38,55,85,30,65,30
Cofagrigus,Ghost,Coffin Pokémon,1.7,76.5,1. Mummy,90,50,169,Medium Fast,"50% male, 50% female",58,50,145,95,105,30
Tirtouga,Water Rock,Prototurtle Pokémon,0.7,16.5,1. Solid Rock2. SturdySwift Swim (hidden ability),45,50,71,Medium Fast,"87.5% male, 12.5% female",54,78,103,53,45,22
Carracosta,Water Rock,Prototurtle Pokémon,1.2,81,1. Solid Rock2. SturdySwift Swim (hidden ability),45,50,173,Medium Fast,"87.5% male, 12.5% female",74,108,133,83,65,32
Archen,Rock Flying,First Bird Pokémon,0.5,9.5,1. Defeatist,45,50,71,Medium Fast,"87.5% male, 12.5% female",55,112,45,74,45,70
Archeops,Rock Flying,First Bird Pokémon,1.4,32,1. Defeatist,45,50,177,Medium Fast,"87.5% male, 12.5% female",75,140,65,112,65,110
Trubbish,Poison,Trash Bag Pokémon,0.6,31,1. Stench2. Sticky HoldAftermath (hidden ability),190,50,66,Medium Fast,"50% male, 50% female",50,50,62,40,62,65
Garbodor,Poison,Trash Heap Pokémon,1.9,107.3,1. Stench2. Weak ArmorAftermath (hidden ability),60,50,166,Medium Fast,"50% male, 50% female",80,95,82,60,82,75
Zorua,Normal Ghost,Spiteful Fox Pokémon,0.7,12.5,Illusion,75,50,66,Medium Slow,"87.5% male, 12.5% female",35,60,40,85,40,70
Zoroark,Normal Ghost,Baneful Fox Pokémon,1.6,73,Illusion,45,50,179,Medium Slow,"87.5% male, 12.5% female",55,100,60,125,60,110
Minccino,Normal,Chinchilla Pokémon,0.4,5.8,1. Cute Charm2. TechnicianSkill Link (hidden ability),255,50,60,Fast,"25% male, 75% female",55,50,40,40,40,75
Cinccino,Normal,Scarf Pokémon,0.5,7.5,1. Cute Charm2. TechnicianSkill Link (hidden ability),60,50,165,Fast,"25% male, 75% female",75,95,60,65,60,115
Gothita,Psychic,Fixation Pokémon,0.4,5.8,1. Frisk2. CompetitiveShadow Tag (hidden ability),200,50,58,Medium Slow,"25% male, 75% female",45,30,50,55,65,45
Gothorita,Psychic,Manipulate Pokémon,0.7,18,1. Frisk2. CompetitiveShadow Tag (hidden ability),100,50,137,Medium Slow,"25% male, 75% female",60,45,70,75,85,55
Gothitelle,Psychic,Astral Body Pokémon,1.5,44,1. Frisk2. CompetitiveShadow Tag (hidden ability),50,50,245,Medium Slow,"25% male, 75% female",70,55,95,95,110,65
Solosis,Psychic,Cell Pokémon,0.3,1,1. Overcoat2. Magic GuardRegenerator (hidden ability),200,50,58,Medium Slow,"50% male, 50% female",45,30,40,105,50,20
Duosion,Psychic,Mitosis Pokémon,0.6,8,1. Overcoat2. Magic GuardRegenerator (hidden ability),100,50,130,Medium Slow,"50% male, 50% female",65,40,50,125,60,30
Reuniclus,Psychic,Multiplying Pokémon,1,20.1,1. Overcoat2. Magic GuardRegenerator (hidden ability),50,50,221,Medium Slow,"50% male, 50% female",110,65,75,125,85,30
Ducklett,Water Flying,Water Bird Pokémon,0.5,5.5,1. Keen Eye2. Big PecksHydration (hidden ability),190,50,61,Medium Fast,"50% male, 50% female",62,44,50,44,50,55
Swanna,Water Flying,White Bird Pokémon,1.3,24.2,1. Keen Eye2. Big PecksHydration (hidden ability),45,50,166,Medium Fast,"50% male, 50% female",75,87,63,87,63,98
Vanillite,Ice,Fresh Snow Pokémon,0.4,5.7,1. Ice Body2. Snow CloakWeak Armor (hidden ability),255,50,61,Slow,"50% male, 50% female",36,50,50,65,60,44
Vanillish,Ice,Icy Snow Pokémon,1.1,41,1. Ice Body2. Snow CloakWeak Armor (hidden ability),120,50,138,Slow,"50% male, 50% female",51,65,65,80,75,59
Vanilluxe,Ice,Snowstorm Pokémon,1.3,57.5,1. Ice Body2. Snow WarningWeak Armor (hidden ability),45,50,241,Slow,"50% male, 50% female",71,95,85,110,95,79
Deerling,Normal Grass,Season Pokémon,0.6,19.5,1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),190,50,67,Medium Fast,"50% male, 50% female",60,60,50,40,50,75
Sawsbuck,Normal Grass,Season Pokémon,1.9,92.5,1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),75,50,166,Medium Fast,"50% male, 50% female",80,100,70,60,70,95
Emolga,Electric Flying,Sky Squirrel Pokémon,0.4,5,1. StaticMotor Drive (hidden ability),200,50,150,Medium Fast,"50% male, 50% female",55,75,60,75,60,103
Karrablast,Bug,Clamping Pokémon,0.5,5.9,1. Swarm2. Shed SkinNo Guard (hidden ability),200,50,63,Medium Fast,"50% male, 50% female",50,75,45,40,45,60
Escavalier,Bug Steel,Cavalry Pokémon,1,33,1. Swarm2. Shell ArmorOvercoat (hidden ability),75,50,173,Medium Fast,"50% male, 50% female",70,135,105,60,105,20
Foongus,Grass Poison,Mushroom Pokémon,0.2,1,1. Effect SporeRegenerator (hidden ability),190,50,59,Medium Fast,"50% male, 50% female",69,55,45,55,55,15
Amoonguss,Grass Poison,Mushroom Pokémon,0.6,10.5,1. Effect SporeRegenerator (hidden ability),75,50,162,Medium Fast,"50% male, 50% female",114,85,70,85,80,30
Frillish,Water Ghost,Floating Pokémon,1.2,33,1. Water Absorb2. Cursed BodyDamp (hidden ability),190,50,67,Medium Fast,"50% male, 50% female",55,40,50,65,85,40
Jellicent,Water Ghost,Floating Pokémon,2.2,135,1. Water Absorb2. Cursed BodyDamp (hidden ability),60,50,168,Medium Fast,"50% male, 50% female",100,60,70,85,105,60
Alomomola,Water,Caring Pokémon,1.2,31.6,1. Healer2. HydrationRegenerator (hidden ability),75,50,165,Fast,"50% male, 50% female",165,75,80,40,45,65
Joltik,Bug Electric,Attaching Pokémon,0.1,0.6,1. Compound Eyes2. UnnerveSwarm (hidden ability),190,50,64,Medium Fast,"50% male, 50% female",50,47,50,57,50,65
Galvantula,Bug Electric,EleSpider Pokémon,0.8,14.3,1. Compound Eyes2. UnnerveSwarm (hidden ability),75,50,165,Medium Fast,"50% male, 50% female",70,77,60,97,60,108
Ferroseed,Grass Steel,Thorn Seed Pokémon,0.6,18.8,1. Iron Barbs,255,50,61,Medium Fast,"50% male, 50% female",44,50,91,24,86,10
Ferrothorn,Grass Steel,Thorn Pod Pokémon,1,110,1. Iron BarbsAnticipation (hidden ability),90,50,171,Medium Fast,"50% male, 50% female",74,94,131,54,116,20
Klink,Steel,Gear Pokémon,0.3,21,1. Plus2. MinusClear Body (hidden ability),130,50,60,Medium Slow,Genderless,40,55,70,45,60,30
Klang,Steel,Gear Pokémon,0.6,51,1. Plus2. MinusClear Body (hidden ability),60,50,154,Medium Slow,Genderless,60,80,95,70,85,50
Klinklang,Steel,Gear Pokémon,0.6,81,1. Plus2. MinusClear Body (hidden ability),30,50,234,Medium Slow,Genderless,60,100,115,70,85,90
Tynamo,Electric,EleFish Pokémon,0.2,0.3,1. Levitate,190,50,55,Slow,"50% male, 50% female",35,55,40,45,40,60
Eelektrik,Electric,EleFish Pokémon,1.2,22,1. Levitate,60,50,142,Slow,"50% male, 50% female",65,85,70,75,70,40
Eelektross,Electric,EleFish Pokémon,2.1,80.5,1. Levitate,30,50,258,Slow,"50% male, 50% female",85,115,80,105,80,50
Elgyem,Psychic,Cerebral Pokémon,0.5,9,1. Telepathy2. SynchronizeAnalytic (hidden ability),255,50,67,Medium Fast,"50% male, 50% female",55,55,55,85,55,30
Beheeyem,Psychic,Cerebral Pokémon,1,34.5,1. Telepathy2. SynchronizeAnalytic (hidden ability),90,50,170,Medium Fast,"50% male, 50% female",75,75,75,125,95,40
Litwick,Ghost Fire,Candle Pokémon,0.3,3.1,1. Flash Fire2. Flame BodyInfiltrator (hidden ability),190,50,55,Medium Slow,"50% male, 50% female",50,30,55,65,55,20
Lampent,Ghost Fire,Lamp Pokémon,0.6,13,1. Flash Fire2. Flame BodyInfiltrator (hidden ability),90,50,130,Medium Slow,"50% male, 50% female",60,40,60,95,60,55
Chandelure,Ghost Fire,Luring Pokémon,1,34.3,1. Flash Fire2. Flame BodyInfiltrator (hidden ability),45,50,234,Medium Slow,"50% male, 50% female",60,55,90,145,90,80
Axew,Dragon,Tusk Pokémon,0.6,18,1. Rivalry2. Mold BreakerUnnerve (hidden ability),75,35,64,Slow,"50% male, 50% female",46,87,60,30,40,57
Fraxure,Dragon,Axe Jaw Pokémon,1,36,1. Rivalry2. Mold BreakerUnnerve (hidden ability),60,35,144,Slow,"50% male, 50% female",66,117,70,40,50,67
Haxorus,Dragon,Axe Jaw Pokémon,1.8,105.5,1. Rivalry2. Mold BreakerUnnerve (hidden ability),45,35,270,Slow,"50% male, 50% female",76,147,90,60,70,97
Cubchoo,Ice,Chill Pokémon,0.5,8.5,1. Snow Cloak2. Slush RushRattled (hidden ability),120,50,61,Medium Fast,"50% male, 50% female",55,70,40,60,40,40
Beartic,Ice,Freezing Pokémon,2.6,260,1. Snow Cloak2. Slush RushSwift Swim (hidden ability),60,50,177,Medium Fast,"50% male, 50% female",95,130,80,70,80,50
Cryogonal,Ice,Crystallizing Pokémon,1.1,148,1. Levitate,25,50,180,Medium Fast,Genderless,80,50,50,95,135,105
Shelmet,Bug,Snail Pokémon,0.4,7.7,1. Hydration2. Shell ArmorOvercoat (hidden ability),200,50,61,Medium Fast,"50% male, 50% female",50,40,85,40,65,25
Accelgor,Bug,Shell Out Pokémon,0.8,25.3,1. Hydration2. Sticky HoldUnburden (hidden ability),75,50,173,Medium Fast,"50% male, 50% female",80,70,40,100,60,145
Stunfisk,Ground Steel,Trap Pokémon,0.7,20.5,Mimicry,75,50,165,Medium Fast,"50% male, 50% female",109,81,99,66,84,32
Mienfoo,Fighting,Martial Arts Pokémon,0.9,20,1. Inner Focus2. RegeneratorReckless (hidden ability),180,50,70,Medium Slow,"50% male, 50% female",45,85,50,55,50,65
Mienshao,Fighting,Martial Arts Pokémon,1.4,35.5,1. Inner Focus2. RegeneratorReckless (hidden ability),45,50,179,Medium Slow,"50% male, 50% female",65,125,60,95,60,105
Druddigon,Dragon,Cave Pokémon,1.6,139,1. Rough Skin2. Sheer ForceMold Breaker (hidden ability),45,50,170,Medium Fast,"50% male, 50% female",77,120,90,60,90,48
Golett,Ground Ghost,Automaton Pokémon,1,92,1. Iron Fist2. KlutzNo Guard (hidden ability),190,50,61,Medium Fast,Genderless,59,74,50,35,50,35
Golurk,Ground Ghost,Automaton Pokémon,2.8,330,1. Iron Fist2. KlutzNo Guard (hidden ability),90,50,169,Medium Fast,Genderless,89,124,80,55,80,55
Pawniard,Dark Steel,Sharp Blade Pokémon,0.5,10.2,1. Defiant2. Inner FocusPressure (hidden ability),120,35,68,Medium Fast,"50% male, 50% female",45,85,70,40,40,60
Bisharp,Dark Steel,Sword Blade Pokémon,1.6,70,1. Defiant2. Inner FocusPressure (hidden ability),45,35,172,Medium Fast,"50% male, 50% female",65,125,100,60,70,70
Bouffalant,Normal,Bash Buffalo Pokémon,1.6,94.6,1. Reckless2. Sap SipperSoundproof (hidden ability),45,50,172,Medium Fast,"50% male, 50% female",95,110,95,40,95,55
Rufflet,Normal Flying,Eaglet Pokémon,0.5,10.5,1. Keen Eye2. Sheer ForceHustle (hidden ability),190,50,70,Slow,"100% male, 0% female",70,83,50,37,50,60
Braviary,Psychic Flying,Battle Cry Pokémon,1.7,43.4,Keen Eye Sheer Force Tinted Lens,60,50,179,Slow,"100% male, 0% female",110,83,70,112,70,65
Vullaby,Dark Flying,Diapered Pokémon,0.5,9,1. Big Pecks2. OvercoatWeak Armor (hidden ability),190,35,74,Slow,"0% male, 100% female",70,55,75,45,65,60
Mandibuzz,Dark Flying,Bone Vulture Pokémon,1.2,39.5,1. Big Pecks2. OvercoatWeak Armor (hidden ability),60,35,179,Slow,"0% male, 100% female",110,65,105,55,95,80
Heatmor,Fire,Anteater Pokémon,1.4,58,1. Gluttony2. Flash FireWhite Smoke (hidden ability),90,50,169,Medium Fast,"50% male, 50% female",85,97,66,105,66,65
Durant,Bug Steel,Iron Ant Pokémon,0.3,33,1. Swarm2. HustleTruant (hidden ability),90,50,169,Medium Fast,"50% male, 50% female",58,109,112,48,48,109
Deino,Dark Dragon,Irate Pokémon,0.8,17.3,1. Hustle,45,35,60,Slow,"50% male, 50% female",52,65,50,45,50,38
Zweilous,Dark Dragon,Hostile Pokémon,1.4,50,1. Hustle,45,35,147,Slow,"50% male, 50% female",72,85,70,65,70,58
Hydreigon,Dark Dragon,Brutal Pokémon,1.8,160,1. Levitate,45,35,300,Slow,"50% male, 50% female",92,105,90,125,90,98
Larvesta,Bug Fire,Torch Pokémon,1.1,28.8,1. Flame BodySwarm (hidden ability),45,50,72,Slow,"50% male, 50% female",55,85,55,50,55,60
Volcarona,Bug Fire,Sun Pokémon,1.6,46,1. Flame BodySwarm (hidden ability),15,50,275,Slow,"50% male, 50% female",85,60,65,135,105,100
Cobalion,Steel Fighting,Iron Will Pokémon,2.1,250,1. Justified,3,35,261,Slow,Genderless,91,90,129,90,72,108
Terrakion,Rock Fighting,Cavern Pokémon,1.9,260,1. Justified,3,35,261,Slow,Genderless,91,129,90,72,90,108
Virizion,Grass Fighting,Grassland Pokémon,2,200,1. Justified,3,35,261,Slow,Genderless,91,90,72,90,129,108
Tornadus,Flying,Cyclone Pokémon,1.4,63,Regenerator,3,90,290,Slow,"100% male, 0% female",79,100,80,110,90,121
Thundurus,Electric Flying,Bolt Strike Pokémon,3,61,Volt Absorb,3,90,290,Slow,"100% male, 0% female",79,105,70,145,80,101
Reshiram,Dragon Fire,Vast White Pokémon,3.2,330,1. Turboblaze,3,0,306,Slow,Genderless,100,120,100,150,120,90
Zekrom,Dragon Electric,Deep Black Pokémon,2.9,345,1. Teravolt,3,0,306,Slow,Genderless,100,150,120,120,100,90
Landorus,Ground Flying,Abundance Pokémon,1.3,68,Intimidate,3,90,300,Slow,"100% male, 0% female",89,145,90,105,80,91
Kyurem,Dragon Ice,Boundary Pokémon,3.3,325,Teravolt,3,0,315,Slow,Genderless,125,170,100,120,90,95
Keldeo,Water Fighting,Colt Pokémon,1.4,48.5,Justified,3,35,261,Slow,Genderless,91,72,90,129,90,108
Meloetta,Normal Fighting,Melody Pokémon,0.6,6.5,Serene Grace,3,100,300,Slow,Genderless,100,128,90,77,77,128
Genesect,Bug Steel,Paleozoic Pokémon,1.5,82.5,1. Download,3,0,270,Slow,Genderless,71,120,95,120,95,99
Chespin,Grass,Spiny Nut Pokémon,0.4,9,1. OvergrowBulletproof (hidden ability),45,50,63,Medium Slow,"87.5% male, 12.5% female",56,61,65,48,45,38
Quilladin,Grass,Spiny Armor Pokémon,0.7,29,1. OvergrowBulletproof (hidden ability),45,50,142,Medium Slow,"87.5% male, 12.5% female",61,78,95,56,58,57
Chesnaught,Grass Fighting,Spiny Armor Pokémon,1.6,90,1. OvergrowBulletproof (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",88,107,122,74,75,64
Fennekin,Fire,Fox Pokémon,0.4,9.4,1. BlazeMagician (hidden ability),45,50,61,Medium Slow,"87.5% male, 12.5% female",40,45,40,62,60,60
Braixen,Fire,Fox Pokémon,1,14.5,1. BlazeMagician (hidden ability),45,50,143,Medium Slow,"87.5% male, 12.5% female",59,59,58,90,70,73
Delphox,Fire Psychic,Fox Pokémon,1.5,39,1. BlazeMagician (hidden ability),45,50,267,Medium Slow,"87.5% male, 12.5% female",75,69,72,114,100,104
Froakie,Water,Bubble Frog Pokémon,0.3,7,1. TorrentProtean (hidden ability),45,50,63,Medium Slow,"87.5% male, 12.5% female",41,56,40,62,44,71
Frogadier,Water,Bubble Frog Pokémon,0.6,10.9,1. TorrentProtean (hidden ability),45,50,142,Medium Slow,"87.5% male, 12.5% female",54,63,52,83,56,97
Greninja,Water Dark,Ninja Pokémon,1.5,40,Battle Bond,45,50,265,Medium Slow,"100% male, 0% female",72,145,67,153,71,132
Bunnelby,Normal,Digging Pokémon,0.4,5,1. Pickup2. Cheek PouchHuge Power (hidden ability),255,50,47,Medium Fast,"50% male, 50% female",38,36,38,32,36,57
Diggersby,Normal Ground,Digging Pokémon,1,42.4,1. Pickup2. Cheek PouchHuge Power (hidden ability),127,50,148,Medium Fast,"50% male, 50% female",85,56,77,50,77,78
Fletchling,Normal Flying,Tiny Robin Pokémon,0.3,1.7,1. Big PecksGale Wings (hidden ability),255,50,56,Medium Slow,"50% male, 50% female",45,50,43,40,38,62
Fletchinder,Fire Flying,Ember Pokémon,0.7,16,1. Flame BodyGale Wings (hidden ability),120,50,134,Medium Slow,"50% male, 50% female",62,73,55,56,52,84
Talonflame,Fire Flying,Scorching Pokémon,1.2,24.5,1. Flame BodyGale Wings (hidden ability),45,50,175,Medium Slow,"50% male, 50% female",78,81,71,74,69,126
Scatterbug,Bug,Scatterdust Pokémon,0.3,2.5,1. Shield Dust2. Compound EyesFriend Guard (hidden ability),255,50,40,Medium Fast,"50% male, 50% female",38,35,40,27,25,35
Spewpa,Bug,Scatterdust Pokémon,0.3,8.4,1. Shed SkinFriend Guard (hidden ability),120,50,75,Medium Fast,"50% male, 50% female",45,22,60,27,30,29
Vivillon,Bug Flying,Scale Pokémon,1.2,17,1. Shield Dust2. Compound EyesFriend Guard (hidden ability),45,50,206,Medium Fast,"50% male, 50% female",80,52,50,90,50,89
Litleo,Fire Normal,Lion Cub Pokémon,0.6,13.5,1. Rivalry2. UnnerveMoxie (hidden ability),220,50,74,Medium Slow,"12.5% male, 87.5% female",62,50,58,73,54,72
Pyroar,Fire Normal,Royal Pokémon,1.5,81.5,1. Rivalry2. UnnerveMoxie (hidden ability),65,50,177,Medium Slow,"12.5% male, 87.5% female",86,68,72,109,66,106
Floette,Fairy,Single Bloom Pokémon,0.2,0.9,1. Flower VeilSymbiosis (hidden ability),120,50,130,Medium Fast,"0% male, 100% female",54,45,47,75,98,52
Florges,Fairy,Garden Pokémon,1.1,10,1. Flower VeilSymbiosis (hidden ability),45,50,276,Medium Fast,"0% male, 100% female",78,65,68,112,154,75
Skiddo,Grass,Mount Pokémon,0.9,31,1. Sap SipperGrass Pelt (hidden ability),200,50,70,Medium Fast,"50% male, 50% female",66,65,48,62,57,52
Gogoat,Grass,Mount Pokémon,1.7,91,1. Sap SipperGrass Pelt (hidden ability),45,50,186,Medium Fast,"50% male, 50% female",123,100,62,97,81,68
Pancham,Fighting,Playful Pokémon,0.6,8,1. Iron Fist2. Mold BreakerScrappy (hidden ability),220,50,70,Medium Fast,"50% male, 50% female",67,82,62,46,48,43
